ModelRef,ModelUpdt,Precision,Recall,F-measure
server_101h.dot.kiss,server_098s.dot.kiss,0.876923,0.9047620000000001,0.890625
server_101h.dot.kiss,server_098u.dot.kiss,0.75,0.857143,0.8
server_101h.dot.kiss,server_098za.dot.kiss,0.9523809999999999,0.9523809999999999,0.9523809999999999
server_101h.dot.kiss,server_100.dot.kiss,0.875,0.8888889999999999,0.88189
server_101h.dot.kiss,server_100f.dot.kiss,0.876923,0.9047620000000001,0.890625
server_101h.dot.kiss,server_100h.dot.kiss,0.75,0.857143,0.8
server_101h.dot.kiss,server_100m.dot.kiss,0.9523809999999999,0.9523809999999999,0.9523809999999999
server_101h.dot.kiss,server_101.dot.kiss,0.627907,0.857143,0.7248319999999999
server_101h.dot.kiss,server_101h.dot.kiss,0.9523809999999999,0.9523809999999999,0.9523809999999999
server_101h.dot.kiss,server_101k.dot.kiss,0.9285709999999999,0.8253969999999999,0.87395
server_101h.dot.kiss,server_102.dot.kiss,0.979167,0.7460319999999999,0.8468469999999999
server_101h.dot.kiss,server_110pre1.dot.kiss,0.833333,0.555556,0.666667
server_101k.dot.kiss,server_097.dot.kiss,0.413462,0.767857,0.5375
server_101k.dot.kiss,server_097c.dot.kiss,0.567901,0.8214290000000001,0.671533
server_101k.dot.kiss,server_097e.dot.kiss,0.560976,0.8214290000000001,0.666667
server_101k.dot.kiss,server_098f.dot.kiss,0.560976,0.8214290000000001,0.666667
server_101k.dot.kiss,server_098l.dot.kiss,0.625,0.803571,0.703125
server_101k.dot.kiss,server_098m.dot.kiss,0.75,0.857143,0.8
server_101k.dot.kiss,server_098s.dot.kiss,0.753846,0.875,0.809917
server_101k.dot.kiss,server_098u.dot.kiss,0.638889,0.8214290000000001,0.71875
server_101k.dot.kiss,server_098za.dot.kiss,0.8253969999999999,0.9285709999999999,0.87395
server_101k.dot.kiss,server_100.dot.kiss,0.75,0.857143,0.8
server_101k.dot.kiss,server_100f.dot.kiss,0.753846,0.875,0.809917
server_101k.dot.kiss,server_100h.dot.kiss,0.638889,0.8214290000000001,0.71875
server_101k.dot.kiss,server_100m.dot.kiss,0.8253969999999999,0.9285709999999999,0.87395
server_101k.dot.kiss,server_101.dot.kiss,0.534884,0.8214290000000001,0.647887
server_101k.dot.kiss,server_101h.dot.kiss,0.8253969999999999,0.9285709999999999,0.87395
server_101k.dot.kiss,server_101k.dot.kiss,0.9464290000000001,0.9464290000000001,0.9464290000000001
server_101k.dot.kiss,server_102.dot.kiss,0.979592,0.857143,0.914286
server_101k.dot.kiss,server_110pre1.dot.kiss,0.857143,0.642857,0.734694
server_102.dot.kiss,server_097.dot.kiss,0.363636,0.816327,0.503145
server_102.dot.kiss,server_097c.dot.kiss,0.488095,0.836735,0.616541
server_102.dot.kiss,server_097e.dot.kiss,0.48192799999999997,0.816327,0.606061
server_102.dot.kiss,server_098f.dot.kiss,0.48192799999999997,0.816327,0.606061
server_102.dot.kiss,server_098l.dot.kiss,0.565217,0.795918,0.661017
server_102.dot.kiss,server_098m.dot.kiss,0.6935479999999999,0.877551,0.774775
server_102.dot.kiss,server_098s.dot.kiss,0.6935479999999999,0.877551,0.774775
server_102.dot.kiss,server_098u.dot.kiss,0.5810810000000001,0.877551,0.699187
server_102.dot.kiss,server_098za.dot.kiss,0.79661,0.959184,0.8703700000000001
server_102.dot.kiss,server_100.dot.kiss,0.6935479999999999,0.877551,0.774775
server_102.dot.kiss,server_100f.dot.kiss,0.6935479999999999,0.877551,0.774775
server_102.dot.kiss,server_100h.dot.kiss,0.5810810000000001,0.877551,0.699187
server_102.dot.kiss,server_100m.dot.kiss,0.79661,0.959184,0.8703700000000001
server_102.dot.kiss,server_101.dot.kiss,0.48863599999999996,0.877551,0.627737
server_102.dot.kiss,server_101h.dot.kiss,0.79661,0.959184,0.8703700000000001
server_102.dot.kiss,server_101k.dot.kiss,0.923077,0.979592,0.9504950000000001
server_102.dot.kiss,server_102.dot.kiss,1.0,1.0,1.0
server_102.dot.kiss,server_110pre1.dot.kiss,0.8809520000000001,0.755102,0.813187
server_110pre1.dot.kiss,server_097.dot.kiss,0.241379,0.666667,0.35443
server_110pre1.dot.kiss,server_097c.dot.kiss,0.30851100000000004,0.690476,0.426471
server_110pre1.dot.kiss,server_097e.dot.kiss,0.29473699999999997,0.666667,0.40875900000000004
server_110pre1.dot.kiss,server_098f.dot.kiss,0.29473699999999997,0.666667,0.40875900000000004
server_110pre1.dot.kiss,server_098l.dot.kiss,0.36,0.642857,0.461538
server_110pre1.dot.kiss,server_098m.dot.kiss,0.45588199999999995,0.738095,0.5636359999999999
server_110pre1.dot.kiss,server_098s.dot.kiss,0.45588199999999995,0.738095,0.5636359999999999
server_110pre1.dot.kiss,server_098u.dot.kiss,0.37804899999999997,0.738095,0.5
server_110pre1.dot.kiss,server_098za.dot.kiss,0.564516,0.833333,0.673077
server_110pre1.dot.kiss,server_100.dot.kiss,0.45588199999999995,0.738095,0.5636359999999999
server_110pre1.dot.kiss,server_100f.dot.kiss,0.45588199999999995,0.738095,0.5636359999999999
server_110pre1.dot.kiss,server_100h.dot.kiss,0.37804899999999997,0.738095,0.5
server_110pre1.dot.kiss,server_100m.dot.kiss,0.564516,0.833333,0.673077
server_110pre1.dot.kiss,server_101.dot.kiss,0.322917,0.738095,0.449275
server_110pre1.dot.kiss,server_101h.dot.kiss,0.564516,0.833333,0.673077
server_110pre1.dot.kiss,server_101k.dot.kiss,0.6545449999999999,0.857143,0.742268
server_110pre1.dot.kiss,server_102.dot.kiss,0.755102,0.8809520000000001,0.813187
server_110pre1.dot.kiss,server_110pre1.dot.kiss,1.0,1.0,1.0
BitVise.dot.kiss,BitVise.dot.kiss,0.835664,0.835664,0.835664
BitVise.dot.kiss,DropBear.dot.kiss,0.28181799999999996,0.072261,0.11502799999999999
BitVise.dot.kiss,OpenSSH.dot.kiss,0.275405,0.21794899999999998,0.243331
DropBear.dot.kiss,BitVise.dot.kiss,0.0726,0.280543,0.11534900000000001
DropBear.dot.kiss,DropBear.dot.kiss,0.927602,0.927602,0.927602
DropBear.dot.kiss,OpenSSH.dot.kiss,0.100592,0.307692,0.151616
OpenSSH.dot.kiss,BitVise.dot.kiss,0.220779,0.274194,0.244604
OpenSSH.dot.kiss,DropBear.dot.kiss,0.320755,0.099707,0.152125
OpenSSH.dot.kiss,OpenSSH.dot.kiss,0.9120229999999999,0.9120229999999999,0.9120229999999999
TCP_FreeBSD_Server.dot.kiss,TCP_FreeBSD_Server.dot.kiss,0.587413,0.587413,0.587413
TCP_FreeBSD_Server.dot.kiss,TCP_Linux_Server.dot.kiss,0.398148,0.36083899999999997,0.378577
TCP_FreeBSD_Server.dot.kiss,TCP_Windows8_Server.dot.kiss,0.545455,0.369231,0.440367
TCP_Linux_Server.dot.kiss,TCP_FreeBSD_Server.dot.kiss,0.380531,0.377193,0.378855
TCP_Linux_Server.dot.kiss,TCP_Linux_Server.dot.kiss,0.524854,0.524854,0.524854
TCP_Linux_Server.dot.kiss,TCP_Windows8_Server.dot.kiss,0.636735,0.45614,0.531516
TCP_Windows8_Server.dot.kiss,TCP_FreeBSD_Server.dot.kiss,0.388807,0.534413,0.450128
TCP_Windows8_Server.dot.kiss,TCP_Linux_Server.dot.kiss,0.47416400000000003,0.631579,0.541667
TCP_Windows8_Server.dot.kiss,TCP_Windows8_Server.dot.kiss,0.524292,0.524292,0.524292
GnuTLS_3.3.12_server_regular.dot.kiss,GnuTLS_3.3.12_server_regular.dot.kiss,1.0,1.0,1.0
GnuTLS_3.3.12_server_regular.dot.kiss,GnuTLS_3.3.8_server_regular.dot.kiss,0.595238,0.892857,0.714286
GnuTLS_3.3.12_server_regular.dot.kiss,JSSE_1.8.0_25_server_regular.dot.kiss,0.203125,0.232143,0.216667
GnuTLS_3.3.12_server_regular.dot.kiss,JSSE_1.8.0_31_server_regular.dot.kiss,0.21875,0.25,0.23333299999999998
GnuTLS_3.3.12_server_regular.dot.kiss,NSS_3.17.4_server_regular.dot.kiss,0.344828,0.357143,0.350877
GnuTLS_3.3.12_server_regular.dot.kiss,OpenSSL_1.0.1g_server_regular.dot.kiss,0.287129,0.517857,0.369427
GnuTLS_3.3.12_server_regular.dot.kiss,OpenSSL_1.0.1j_server_regular.dot.kiss,0.48611099999999996,0.625,0.546875
GnuTLS_3.3.12_server_regular.dot.kiss,OpenSSL_1.0.1l_server_regular.dot.kiss,0.571429,0.642857,0.605042
GnuTLS_3.3.12_server_regular.dot.kiss,OpenSSL_1.0.2_server_regular.dot.kiss,0.734694,0.642857,0.685714
GnuTLS_3.3.12_server_regular.dot.kiss,RSA_BSAFE_C_4.0.4_server_regular.dot.kiss,0.380282,0.48214300000000004,0.42519700000000005
GnuTLS_3.3.12_server_regular.dot.kiss,RSA_BSAFE_Java_6.1.1_server_regular.dot.kiss,0.2,0.14285699999999998,0.166667
GnuTLS_3.3.12_server_regular.dot.kiss,miTLS_0.1.3_server_regular.dot.kiss,0.416667,0.357143,0.384615
GnuTLS_3.3.8_server_regular.dot.kiss,GnuTLS_3.3.12_server_regular.dot.kiss,0.892857,0.520833,0.657895
GnuTLS_3.3.8_server_regular.dot.kiss,GnuTLS_3.3.8_server_regular.dot.kiss,0.875,0.875,0.875
GnuTLS_3.3.8_server_regular.dot.kiss,JSSE_1.8.0_25_server_regular.dot.kiss,0.34375,0.229167,0.275
GnuTLS_3.3.8_server_regular.dot.kiss,JSSE_1.8.0_31_server_regular.dot.kiss,0.359375,0.239583,0.2875
GnuTLS_3.3.8_server_regular.dot.kiss,NSS_3.17.4_server_regular.dot.kiss,0.1875,0.125,0.15
GnuTLS_3.3.8_server_regular.dot.kiss,OpenSSL_1.0.1g_server_regular.dot.kiss,0.45631099999999997,0.489583,0.472362
GnuTLS_3.3.8_server_regular.dot.kiss,OpenSSL_1.0.1j_server_regular.dot.kiss,0.6,0.375,0.461538
GnuTLS_3.3.8_server_regular.dot.kiss,OpenSSL_1.0.1l_server_regular.dot.kiss,0.7,0.4375,0.538462
GnuTLS_3.3.8_server_regular.dot.kiss,OpenSSL_1.0.2_server_regular.dot.kiss,0.714286,0.364583,0.482759
GnuTLS_3.3.8_server_regular.dot.kiss,RSA_BSAFE_C_4.0.4_server_regular.dot.kiss,0.180556,0.135417,0.15476199999999998
GnuTLS_3.3.8_server_regular.dot.kiss,RSA_BSAFE_Java_6.1.1_server_regular.dot.kiss,0.2,0.083333,0.117647
GnuTLS_3.3.8_server_regular.dot.kiss,miTLS_0.1.3_server_regular.dot.kiss,0.416667,0.208333,0.277778
JSSE_1.8.0_25_server_regular.dot.kiss,GnuTLS_3.3.12_server_regular.dot.kiss,0.232143,0.203125,0.216667
JSSE_1.8.0_25_server_regular.dot.kiss,GnuTLS_3.3.8_server_regular.dot.kiss,0.244444,0.34375,0.28571399999999997
JSSE_1.8.0_25_server_regular.dot.kiss,JSSE_1.8.0_25_server_regular.dot.kiss,0.96875,0.96875,0.96875
JSSE_1.8.0_25_server_regular.dot.kiss,JSSE_1.8.0_31_server_regular.dot.kiss,0.706897,0.640625,0.672131
JSSE_1.8.0_25_server_regular.dot.kiss,NSS_3.17.4_server_regular.dot.kiss,0.4375,0.4375,0.4375
JSSE_1.8.0_25_server_regular.dot.kiss,OpenSSL_1.0.1g_server_regular.dot.kiss,0.333333,0.53125,0.40963900000000003
JSSE_1.8.0_25_server_regular.dot.kiss,OpenSSL_1.0.1j_server_regular.dot.kiss,0.28571399999999997,0.34375,0.31205700000000003
JSSE_1.8.0_25_server_regular.dot.kiss,OpenSSL_1.0.1l_server_regular.dot.kiss,0.128571,0.140625,0.134328
JSSE_1.8.0_25_server_regular.dot.kiss,OpenSSL_1.0.2_server_regular.dot.kiss,0.183673,0.140625,0.15929200000000002
JSSE_1.8.0_25_server_regular.dot.kiss,RSA_BSAFE_C_4.0.4_server_regular.dot.kiss,0.22222199999999998,0.25,0.235294
JSSE_1.8.0_25_server_regular.dot.kiss,RSA_BSAFE_Java_6.1.1_server_regular.dot.kiss,0.35,0.21875,0.269231
JSSE_1.8.0_25_server_regular.dot.kiss,miTLS_0.1.3_server_regular.dot.kiss,0.270833,0.203125,0.232143
JSSE_1.8.0_31_server_regular.dot.kiss,GnuTLS_3.3.12_server_regular.dot.kiss,0.25,0.21875,0.23333299999999998
JSSE_1.8.0_31_server_regular.dot.kiss,GnuTLS_3.3.8_server_regular.dot.kiss,0.25,0.359375,0.29487199999999997
JSSE_1.8.0_31_server_regular.dot.kiss,JSSE_1.8.0_25_server_regular.dot.kiss,0.683333,0.640625,0.6612899999999999
JSSE_1.8.0_31_server_regular.dot.kiss,JSSE_1.8.0_31_server_regular.dot.kiss,0.9375,0.9375,0.9375
JSSE_1.8.0_31_server_regular.dot.kiss,NSS_3.17.4_server_regular.dot.kiss,0.360656,0.34375,0.352
JSSE_1.8.0_31_server_regular.dot.kiss,OpenSSL_1.0.1g_server_regular.dot.kiss,0.333333,0.515625,0.404908
JSSE_1.8.0_31_server_regular.dot.kiss,OpenSSL_1.0.1j_server_regular.dot.kiss,0.291667,0.328125,0.308824
JSSE_1.8.0_31_server_regular.dot.kiss,OpenSSL_1.0.1l_server_regular.dot.kiss,0.11428599999999998,0.125,0.119403
JSSE_1.8.0_31_server_regular.dot.kiss,OpenSSL_1.0.2_server_regular.dot.kiss,0.16326500000000002,0.125,0.141593
JSSE_1.8.0_31_server_regular.dot.kiss,RSA_BSAFE_C_4.0.4_server_regular.dot.kiss,0.24242399999999997,0.25,0.24615399999999998
JSSE_1.8.0_31_server_regular.dot.kiss,RSA_BSAFE_Java_6.1.1_server_regular.dot.kiss,0.35,0.21875,0.269231
JSSE_1.8.0_31_server_regular.dot.kiss,miTLS_0.1.3_server_regular.dot.kiss,0.25,0.1875,0.214286
NSS_3.17.4_server_regular.dot.kiss,GnuTLS_3.3.12_server_regular.dot.kiss,0.408163,0.3125,0.353982
NSS_3.17.4_server_regular.dot.kiss,GnuTLS_3.3.8_server_regular.dot.kiss,0.125,0.1875,0.15
NSS_3.17.4_server_regular.dot.kiss,JSSE_1.8.0_25_server_regular.dot.kiss,0.5,0.4375,0.466667
NSS_3.17.4_server_regular.dot.kiss,JSSE_1.8.0_31_server_regular.dot.kiss,0.360656,0.34375,0.352
NSS_3.17.4_server_regular.dot.kiss,NSS_3.17.4_server_regular.dot.kiss,1.0,1.0,1.0
NSS_3.17.4_server_regular.dot.kiss,OpenSSL_1.0.1g_server_regular.dot.kiss,0.3,0.46875,0.365854
NSS_3.17.4_server_regular.dot.kiss,OpenSSL_1.0.1j_server_regular.dot.kiss,0.428571,0.46875,0.44776099999999996
NSS_3.17.4_server_regular.dot.kiss,OpenSSL_1.0.1l_server_regular.dot.kiss,0.28571399999999997,0.28125,0.283465
NSS_3.17.4_server_regular.dot.kiss,OpenSSL_1.0.2_server_regular.dot.kiss,0.428571,0.28125,0.339623
NSS_3.17.4_server_regular.dot.kiss,RSA_BSAFE_C_4.0.4_server_regular.dot.kiss,0.287879,0.296875,0.292308
NSS_3.17.4_server_regular.dot.kiss,RSA_BSAFE_Java_6.1.1_server_regular.dot.kiss,0.625,0.390625,0.48076899999999995
NSS_3.17.4_server_regular.dot.kiss,miTLS_0.1.3_server_regular.dot.kiss,0.695652,0.5,0.5818180000000001
OpenSSL_1.0.1g_server_regular.dot.kiss,GnuTLS_3.3.12_server_regular.dot.kiss,0.517857,0.258929,0.345238
OpenSSL_1.0.1g_server_regular.dot.kiss,GnuTLS_3.3.8_server_regular.dot.kiss,0.489583,0.41964300000000004,0.45192299999999996
OpenSSL_1.0.1g_server_regular.dot.kiss,JSSE_1.8.0_25_server_regular.dot.kiss,0.53125,0.303571,0.386364
OpenSSL_1.0.1g_server_regular.dot.kiss,JSSE_1.8.0_31_server_regular.dot.kiss,0.515625,0.294643,0.375
OpenSSL_1.0.1g_server_regular.dot.kiss,NSS_3.17.4_server_regular.dot.kiss,0.46875,0.267857,0.340909
OpenSSL_1.0.1g_server_regular.dot.kiss,OpenSSL_1.0.1g_server_regular.dot.kiss,0.892857,0.892857,0.892857
OpenSSL_1.0.1g_server_regular.dot.kiss,OpenSSL_1.0.1j_server_regular.dot.kiss,0.8552629999999999,0.580357,0.691489
OpenSSL_1.0.1g_server_regular.dot.kiss,OpenSSL_1.0.1l_server_regular.dot.kiss,0.828571,0.517857,0.637363
OpenSSL_1.0.1g_server_regular.dot.kiss,OpenSSL_1.0.2_server_regular.dot.kiss,0.795918,0.34821399999999997,0.484472
OpenSSL_1.0.1g_server_regular.dot.kiss,RSA_BSAFE_C_4.0.4_server_regular.dot.kiss,0.621212,0.366071,0.460674
OpenSSL_1.0.1g_server_regular.dot.kiss,RSA_BSAFE_Java_6.1.1_server_regular.dot.kiss,0.5,0.178571,0.263158
OpenSSL_1.0.1g_server_regular.dot.kiss,miTLS_0.1.3_server_regular.dot.kiss,0.375,0.16071400000000002,0.225
OpenSSL_1.0.1j_server_regular.dot.kiss,GnuTLS_3.3.12_server_regular.dot.kiss,0.625,0.454545,0.526316
OpenSSL_1.0.1j_server_regular.dot.kiss,GnuTLS_3.3.8_server_regular.dot.kiss,0.43373500000000004,0.46753199999999995,0.45
OpenSSL_1.0.1j_server_regular.dot.kiss,JSSE_1.8.0_25_server_regular.dot.kiss,0.366667,0.28571399999999997,0.321168
OpenSSL_1.0.1j_server_regular.dot.kiss,JSSE_1.8.0_31_server_regular.dot.kiss,0.35,0.272727,0.306569
OpenSSL_1.0.1j_server_regular.dot.kiss,NSS_3.17.4_server_regular.dot.kiss,0.46875,0.38961,0.42553199999999997
OpenSSL_1.0.1j_server_regular.dot.kiss,OpenSSL_1.0.1g_server_regular.dot.kiss,0.613208,0.8441559999999999,0.710383
OpenSSL_1.0.1j_server_regular.dot.kiss,OpenSSL_1.0.1j_server_regular.dot.kiss,0.961039,0.961039,0.961039
OpenSSL_1.0.1j_server_regular.dot.kiss,OpenSSL_1.0.1l_server_regular.dot.kiss,0.936508,0.766234,0.842857
OpenSSL_1.0.1j_server_regular.dot.kiss,OpenSSL_1.0.2_server_regular.dot.kiss,0.930233,0.5194810000000001,0.666667
OpenSSL_1.0.1j_server_regular.dot.kiss,RSA_BSAFE_C_4.0.4_server_regular.dot.kiss,0.559322,0.428571,0.48529399999999995
OpenSSL_1.0.1j_server_regular.dot.kiss,RSA_BSAFE_Java_6.1.1_server_regular.dot.kiss,0.5,0.25974,0.34188
OpenSSL_1.0.1j_server_regular.dot.kiss,miTLS_0.1.3_server_regular.dot.kiss,0.409091,0.23376599999999997,0.297521
OpenSSL_1.0.1l_server_regular.dot.kiss,GnuTLS_3.3.12_server_regular.dot.kiss,0.642857,0.514286,0.571429
OpenSSL_1.0.1l_server_regular.dot.kiss,GnuTLS_3.3.8_server_regular.dot.kiss,0.482759,0.6,0.535032
OpenSSL_1.0.1l_server_regular.dot.kiss,JSSE_1.8.0_25_server_regular.dot.kiss,0.140625,0.128571,0.134328
OpenSSL_1.0.1l_server_regular.dot.kiss,JSSE_1.8.0_31_server_regular.dot.kiss,0.125,0.11428599999999998,0.119403
OpenSSL_1.0.1l_server_regular.dot.kiss,NSS_3.17.4_server_regular.dot.kiss,0.310345,0.257143,0.28125
OpenSSL_1.0.1l_server_regular.dot.kiss,OpenSSL_1.0.1g_server_regular.dot.kiss,0.604167,0.828571,0.6987949999999999
OpenSSL_1.0.1l_server_regular.dot.kiss,OpenSSL_1.0.1j_server_regular.dot.kiss,0.8082189999999999,0.842857,0.825175
OpenSSL_1.0.1l_server_regular.dot.kiss,OpenSSL_1.0.1l_server_regular.dot.kiss,0.9714290000000001,0.9714290000000001,0.9714290000000001
OpenSSL_1.0.1l_server_regular.dot.kiss,OpenSSL_1.0.2_server_regular.dot.kiss,0.938776,0.657143,0.773109
OpenSSL_1.0.1l_server_regular.dot.kiss,RSA_BSAFE_C_4.0.4_server_regular.dot.kiss,0.5625,0.514286,0.537313
OpenSSL_1.0.1l_server_regular.dot.kiss,RSA_BSAFE_Java_6.1.1_server_regular.dot.kiss,0.175,0.1,0.127273
OpenSSL_1.0.1l_server_regular.dot.kiss,miTLS_0.1.3_server_regular.dot.kiss,0.409091,0.257143,0.315789
OpenSSL_1.0.2_server_regular.dot.kiss,GnuTLS_3.3.12_server_regular.dot.kiss,0.642857,0.734694,0.685714
OpenSSL_1.0.2_server_regular.dot.kiss,GnuTLS_3.3.8_server_regular.dot.kiss,0.421687,0.714286,0.530303
OpenSSL_1.0.2_server_regular.dot.kiss,JSSE_1.8.0_25_server_regular.dot.kiss,0.140625,0.183673,0.15929200000000002
OpenSSL_1.0.2_server_regular.dot.kiss,JSSE_1.8.0_31_server_regular.dot.kiss,0.125,0.16326500000000002,0.141593
OpenSSL_1.0.2_server_regular.dot.kiss,NSS_3.17.4_server_regular.dot.kiss,0.310345,0.367347,0.336449
OpenSSL_1.0.2_server_regular.dot.kiss,OpenSSL_1.0.1g_server_regular.dot.kiss,0.386139,0.795918,0.52
OpenSSL_1.0.2_server_regular.dot.kiss,OpenSSL_1.0.1j_server_regular.dot.kiss,0.6153850000000001,0.816327,0.701754
OpenSSL_1.0.2_server_regular.dot.kiss,OpenSSL_1.0.1l_server_regular.dot.kiss,0.71875,0.938776,0.814159
OpenSSL_1.0.2_server_regular.dot.kiss,OpenSSL_1.0.2_server_regular.dot.kiss,0.959184,0.959184,0.959184
OpenSSL_1.0.2_server_regular.dot.kiss,RSA_BSAFE_C_4.0.4_server_regular.dot.kiss,0.446154,0.591837,0.508772
OpenSSL_1.0.2_server_regular.dot.kiss,RSA_BSAFE_Java_6.1.1_server_regular.dot.kiss,0.175,0.14285699999999998,0.157303
OpenSSL_1.0.2_server_regular.dot.kiss,miTLS_0.1.3_server_regular.dot.kiss,0.409091,0.367347,0.38709699999999997
RSA_BSAFE_C_4.0.4_server_regular.dot.kiss,GnuTLS_3.3.12_server_regular.dot.kiss,0.55102,0.375,0.44628100000000004
RSA_BSAFE_C_4.0.4_server_regular.dot.kiss,GnuTLS_3.3.8_server_regular.dot.kiss,0.14130399999999999,0.180556,0.15853699999999998
RSA_BSAFE_C_4.0.4_server_regular.dot.kiss,JSSE_1.8.0_25_server_regular.dot.kiss,0.25,0.22222199999999998,0.235294
RSA_BSAFE_C_4.0.4_server_regular.dot.kiss,JSSE_1.8.0_31_server_regular.dot.kiss,0.27118600000000004,0.22222199999999998,0.244275
RSA_BSAFE_C_4.0.4_server_regular.dot.kiss,NSS_3.17.4_server_regular.dot.kiss,0.31666700000000003,0.263889,0.287879
RSA_BSAFE_C_4.0.4_server_regular.dot.kiss,OpenSSL_1.0.1g_server_regular.dot.kiss,0.39047600000000005,0.569444,0.46327700000000005
RSA_BSAFE_C_4.0.4_server_regular.dot.kiss,OpenSSL_1.0.1j_server_regular.dot.kiss,0.464789,0.458333,0.461538
RSA_BSAFE_C_4.0.4_server_regular.dot.kiss,OpenSSL_1.0.1l_server_regular.dot.kiss,0.5625,0.5,0.529412
RSA_BSAFE_C_4.0.4_server_regular.dot.kiss,OpenSSL_1.0.2_server_regular.dot.kiss,0.604167,0.402778,0.483333
RSA_BSAFE_C_4.0.4_server_regular.dot.kiss,RSA_BSAFE_C_4.0.4_server_regular.dot.kiss,0.8888889999999999,0.8888889999999999,0.8888889999999999
RSA_BSAFE_C_4.0.4_server_regular.dot.kiss,RSA_BSAFE_Java_6.1.1_server_regular.dot.kiss,0.525,0.291667,0.375
RSA_BSAFE_C_4.0.4_server_regular.dot.kiss,miTLS_0.1.3_server_regular.dot.kiss,0.229167,0.152778,0.183333
RSA_BSAFE_Java_6.1.1_server_regular.dot.kiss,GnuTLS_3.3.12_server_regular.dot.kiss,0.16326500000000002,0.2,0.179775
RSA_BSAFE_Java_6.1.1_server_regular.dot.kiss,GnuTLS_3.3.8_server_regular.dot.kiss,0.087912,0.2,0.122137
RSA_BSAFE_Java_6.1.1_server_regular.dot.kiss,JSSE_1.8.0_25_server_regular.dot.kiss,0.259259,0.35,0.29787199999999997
RSA_BSAFE_Java_6.1.1_server_regular.dot.kiss,JSSE_1.8.0_31_server_regular.dot.kiss,0.237288,0.35,0.282828
RSA_BSAFE_Java_6.1.1_server_regular.dot.kiss,NSS_3.17.4_server_regular.dot.kiss,0.416667,0.625,0.5
RSA_BSAFE_Java_6.1.1_server_regular.dot.kiss,OpenSSL_1.0.1g_server_regular.dot.kiss,0.196078,0.5,0.28169
RSA_BSAFE_Java_6.1.1_server_regular.dot.kiss,OpenSSL_1.0.1j_server_regular.dot.kiss,0.30303,0.5,0.37735799999999997
RSA_BSAFE_Java_6.1.1_server_regular.dot.kiss,OpenSSL_1.0.1l_server_regular.dot.kiss,0.109375,0.175,0.134615
RSA_BSAFE_Java_6.1.1_server_regular.dot.kiss,OpenSSL_1.0.2_server_regular.dot.kiss,0.16279100000000002,0.175,0.168675
RSA_BSAFE_Java_6.1.1_server_regular.dot.kiss,RSA_BSAFE_C_4.0.4_server_regular.dot.kiss,0.323077,0.525,0.4
RSA_BSAFE_Java_6.1.1_server_regular.dot.kiss,RSA_BSAFE_Java_6.1.1_server_regular.dot.kiss,1.0,1.0,1.0
RSA_BSAFE_Java_6.1.1_server_regular.dot.kiss,miTLS_0.1.3_server_regular.dot.kiss,0.159091,0.175,0.166667
miTLS_0.1.3_server_regular.dot.kiss,GnuTLS_3.3.12_server_regular.dot.kiss,0.4,0.416667,0.408163
miTLS_0.1.3_server_regular.dot.kiss,GnuTLS_3.3.8_server_regular.dot.kiss,0.22222199999999998,0.416667,0.28985500000000003
miTLS_0.1.3_server_regular.dot.kiss,JSSE_1.8.0_25_server_regular.dot.kiss,0.203125,0.270833,0.232143
miTLS_0.1.3_server_regular.dot.kiss,JSSE_1.8.0_31_server_regular.dot.kiss,0.1875,0.25,0.214286
miTLS_0.1.3_server_regular.dot.kiss,NSS_3.17.4_server_regular.dot.kiss,0.542373,0.666667,0.5981310000000001
miTLS_0.1.3_server_regular.dot.kiss,OpenSSL_1.0.1g_server_regular.dot.kiss,0.169811,0.375,0.23376599999999997
miTLS_0.1.3_server_regular.dot.kiss,OpenSSL_1.0.1j_server_regular.dot.kiss,0.253521,0.375,0.302521
miTLS_0.1.3_server_regular.dot.kiss,OpenSSL_1.0.1l_server_regular.dot.kiss,0.28125,0.375,0.321429
miTLS_0.1.3_server_regular.dot.kiss,OpenSSL_1.0.2_server_regular.dot.kiss,0.418605,0.375,0.395604
miTLS_0.1.3_server_regular.dot.kiss,RSA_BSAFE_C_4.0.4_server_regular.dot.kiss,0.164179,0.229167,0.191304
miTLS_0.1.3_server_regular.dot.kiss,RSA_BSAFE_Java_6.1.1_server_regular.dot.kiss,0.205882,0.145833,0.170732
miTLS_0.1.3_server_regular.dot.kiss,miTLS_0.1.3_server_regular.dot.kiss,1.0,1.0,1.0
